title,overview,genres,tagline,popularity,release_date,id
L'Enfer,"Paul, an irritable and stressed-out hotel manager, begins to gradually develop paranoid delusions about his wife's infidelity...","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,1.948315,2/16/94,17961
Like Water for Chocolate,"Tita is passionately in love with Pedro, but her controlling mother forbids her from marrying him. When Pedro marries her sister, Tita throws herself into her cooking and discovers she can transfer her emotions through the food she prepares, infecting all who eat it with her intense heartbreak.","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","In Tita's kitchen, ordinary spices become a recipe for passion.",4.126083,4/16/92,18183
Legends of the Fall,"An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",After the Fall from Innocence the Legend begins.,12.199047,12/16/94,4476
Major Payne,"Major Benson Winifred Payne is being discharged from the Marines. Payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. A career Marine, he has no idea what to do as a civilian, so his commander finds him a job - commanding officer of a local school's JROTC program, a bunch of ragtag losers with no hope.","[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",He's looking for a few good men... or a few guys old enough to shave.,9.253362,3/24/95,11008
Little Odessa,"The film follows the personal relationship between a father and his two sons, one of whom is a hit-man for the Russian mafia in Brooklyn.","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",Brothers in blood. Partners in crime.,1.861292,10/27/94,47504
Mi Vida Loca,"Mousie and Sad Girl are childhood best friends in a contemporary Los Angeles poor Hispanic neighborhood. But when Sad Girl becomes pregnant by Mousie's boyfriend, a drug dealer named Ernesto, the two become bitter enemies. While their dispute escalates towards violence, the violence of the world around them soon also impacts their lives.","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Mothers. Warriors. Sisters. Survivors.,1.788829,6/8/94,32325
Love Affair,"Ex-football star Mike Gambril meets Terry McKay on a flight to Sydney, which is forced to land on a small atoll. They become romantic on board a ship sent to take them to a larger island. They agree to meet in New York three months later to see if the attraction is real. One shows up but the other doesn't. However, a chance meeting brings them together again.","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,3.290192,10/21/94,43742
Losing Isaiah,"Khaila Richards, a crack-addicted single mother, accidentally leaves her baby in a dumpster while high and returns the next day in a panic to find he is missing. In reality, the baby has been adopted by a warm-hearted social worker, Margaret Lewin, and her husband, Charles. Years later, Khaila has gone through rehab and holds a steady job. After learning that her child is still alive, she challenges Margaret for the custody.","[{'id': 18, 'name': 'Drama'}]",Who decides what makes a mother?,7.698526,3/17/95,28313
The Madness of King George,"Nicholas Hytner’s much awarded 1994 drama, based on Alan Bennett's West End play. George III's erratic behaviour leads to a plot in Parliament to have him declared insane and removed from the throne.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,4.81307,12/28/94,11318
Mary Shelley's Frankenstein,"Based on Mary Shelley's novel, ""Frankenstein"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",Be Warned.  It's Alive,14.287753,11/4/94,3036
Man of the House,"Ben Archer is not happy. His mother, Sandy, has just met a man, and it looks like things are pretty serious. Driven by a fear of abandonment, Ben tries anything and everything to ruin the ""love bubble"" which surrounds his mom. However, after Ben and Jack's experiences in the Indian Guides, the two become much closer.","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Jack wants to marry Ben's mother. But there are strings attached.,2.558118,3/3/95,40490
Mixed Nuts,The events focus around a crisis hotline business on one crazy night during the Christmas holidays.,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,2.899608,12/21/94,24070
Milk Money,"Three young boys pool their money and pay V, a kindhearted prostitute, to strip for them. Afterward, she drives them home to the suburbs -- but then her car breaks down. It's just as well, though, because a mobster named Waltzer is after her, and V realizes the suburbs are the perfect place to hide. But things get a lot more complicated when V falls in love with Tom, a single father who is unaware of her real profession.","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",You can't get enough of a good thing... But first you have to find it.,3.770115,8/31/94,8986
Miracle on 34th Street,"A little girl discovers dreams can come true if you really believe. Six-year-old Susan Walker has doubts about childhood's most enduring miracle - Santa Claus. Her mother told her the 'secret' about Santa a long time ago. But after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all something to believe in.","[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]","If you really believe, anything can happen.",5.831622,11/18/94,10510
Miami Rhapsody,"Gwyn Marcus has always wanted a marriage like her parents. She has just accepted the proposal of her boyfriend Matt, but she has misgivings about their future together. Her fear of commitment grows as she learns of the various affairs that her family is having. With her sister getting married and her brother already married, her mother is growing concerned about Gwyn's being the last single person in the family. But the more she thinks about marriage, the more she must search for the balance between career, marriage and family.","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Love is great. Marriage is a completely different affair.,1.137266,1/27/95,17402
My Family,"Traces over three generations an immigrant family's trials, tribulations, tragedies, and triumphs. Maria and Jose, the first generation, come to Los Angeles, meet, marry, face deportation all in the 1930's. They establish their family in East L.A., and their children Chucho, Paco, Memo, Irene, Toni, and Jimmy deal with youth culture and the L.A. police in the 50's. As the second generation become adults in the 60's, the focus shifts to Jimmy, his marriage to Isabel (a Salvadorian refugee), their son, and Jimmy's journey to becoming a responsible parent.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Three generations of dreams.,3.121288,5/3/95,38722
Murder in the First,"Inspired by a true story. A petty criminal sent to Alcatraz in the 1930s is caught attempting to make an escape. As punishment he is put in solitary confinement. The maximum stay is supposed to be 19 days, but Henri spends years alone, cold and in complete darkness, only to emerge a madman and soon to be a murderer. The story follows a rookie lawyer attempting to prove that Alcatraz was to blame.","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",The trial that brought down Alcatraz,9.518564,1/20/95,8438
Nobody's Fool,"Sully is a rascally ne'er-do-well approaching retirement age. While he is pressing a worker's compensation suit for a bad knee, he secretly works for his nemesis, Carl, and flirts with Carl's young wife Toby. Sully's long- forgotten son and family have moved back to town, so Sully faces unfamiliar family responsibilities. Meanwhile, Sully's landlady's banker son plots to push through a new development and evict Sully from his mother's life.","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",In a town where nothing ever happens... everything is about to happen to Sully.,2.891269,12/23/94,11593
Nell,"In a remote woodland cabin, a small town doctor discovers Nell - a beautiful young hermit woman with many secrets.","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Her heart. Her soul. Her language are a mystery...A mystery called Nell,5.930957,12/23/94,1945
New Jersey Drive,"New Jersey Drive is a 1995 film about black youths in Newark, New Jersey, the unofficial ""car theft capital of the world"". Their favorite pastime is that of everybody in their neighborhood: stealing cars and joyriding. The trouble starts when they steal a police car and the cops launch a violent offensive that involves beating and even shooting suspects.","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",The Only Thing That Matters Is The Ride,0.629955,4/19/95,39310
New York Cop,"Allegedly based on a true story, this film follows the life of Toshi, a Japanese man living in America and working with the New York City police. After being recommended for undercover work, Toshi decides to go after a gang lead by Hawk. Hawk and Toshi soon become friends, although Hawk's second-in-command, Tito, is suspicious of the newcomer. Will Toshi be able to bring the gang down, or will his cover be blown before he can finish the assignment?","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",The toughest city in the world deserves the toughest cop.,0.004537,8/14/93,109560
Beyond Bedlam,An experiment gone awry places a neurologist (Elizabeth Hurley) and a homicide detective (Craig Fairbrass) in a psychopath's (Keith Allen) nightmarish world.,"[{'id': 27, 'name': 'Horror'}]",Psychological Terror Beyond Your Wildest Nightmares,0.426952,4/22/94,56428
Nemesis 2 - Nebula,"It has been 73 years since Alex failed and the Humans lost the Cyborg Wars. Since then, the Humans have been enslaved. Scientists have developed a new DNA strain, which could signal the end of the Cyborgs, and they inject it into a volunteer. When the Cyborgs learn of the woman and the baby they list both for termination.","[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",The Future Just Got Darker,1.466491,9/26/95,63105
